invoice,DATE,invoice_date,ROOM,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership_level,discount_type,day_type,day_dur,EFF_RATE
2184,2014-12-08,2014-11-20,ATRIUM,195.00, 3.00,585.00, 1.00, 0.00,NON_MEMBER,FOUNDER,WEEKDAY,PARTIAL_DAY, 0.00
2185,2014-11-08,2014-11-05,ATRIUM,225.00, 2.00,450.00, 0.17,373.50,NON_MEMBER,unknown,WEEKEND,PARTIAL_DAY,186.75
2186,2014-12-09,2014-11-24,DOWNTOWN,45.00, 1.00,45.00, 0.00,45.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2187,2015-01-31,2014-11-24,BROADWAY,315.00, 5.00,1575.00, 0.00,1575.00,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
2188,2014-12-06,2014-11-25,OMI,90.00, 3.00,270.00, 0.00,270.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,90.00
2188,2014-12-06,2014-11-25,EAST_OAK,35.00, 1.00,35.00, 0.00,35.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,35.00
2189,2014-12-10,2014-11-25,MERIDIAN,45.00, 2.00,90.00, 0.00,90.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2190,2014-12-31,2014-11-26,BROADWAY,400.00, 4.50,1800.00, 0.00,1800.00,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,400.00
2191,2015-01-13,2014-12-04,OMI,60.00, 1.50,90.00, 0.00,90.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
2191_Rev1,2015-01-27,2015-01-21,OMI,60.00, 1.50,90.00, 0.00,90.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
2192,2014-12-18,2014-12-04,BROADWAY,295.00, 2.00,590.00, 1.00, 0.00,unknown,unknown,WEEKDAY,PARTIAL_DAY, 0.00
2193,2014-01-14,2014-12-05,BROADWAY,295.00, 2.50,737.50, 0.00,737.50,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
2193_Rev1,2014-01-14,2015-01-06,BROADWAY,295.00, 2.50,737.50, 0.00,737.50,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
2194,2015-01-15,2014-12-05,BROADWAY,315.00, 2.00,630.00, 0.25,472.50,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,236.25
2194,2015-01-15,2014-12-05,ATRIUM,195.00, 2.00,390.00, 0.25,292.50,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,146.25
2194,2015-01-15,2014-12-05,JINGLETOWN,150.00, 2.00,300.00, 0.25,225.00,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,112.50
2194,2015-01-15,2014-12-05,OMI,115.00, 2.00,230.00, 1.00, 0.00,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY, 0.00
2194,2015-01-15,2014-12-05,UPTOWN,85.00, 2.00,170.00, 0.25,127.50,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,63.75
2195,2014-12-18,2014-12-09,MERIDIAN,95.00, 1.50,142.50, 0.00,142.50,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,95.00
2196,2015-02-06,2014-12-10,ATRIUM,225.00, 1.50,337.50, 1.00, 0.00,NON_MEMBER,FRIEND,WEEKEND,PARTIAL_DAY, 0.00
2196-2,2015-02-06,2015-01-29,ATRIUM,225.00, 1.50,337.50, 1.00, 0.00,NON_MEMBER,FRIEND,WEEKEND,PARTIAL_DAY, 0.00
2197,2015-03-04,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2197,2015-03-11,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2197,2015-03-18,2014-12-12,OMI,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2197,2015-03-25,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2198,2015-04-01,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2198,2015-04-08,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2198,2015-04-15,2014-12-12,OMI,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2198,2015-04-22,2014-12-12,MERIDIAN,45.00, 3.00,135.00, 0.00,135.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
2199,2015-04-25,2014-12-15,BROADWAY,315.00, 5.50,1732.50, 0.10,1559.25,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,283.50
2199,2015-04-25,2014-12-15,ATRIUM,225.00, 5.50,1237.50, 0.10,1113.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,202.50
2199,2015-04-25,2014-12-15,JINGLETOWN,180.00, 5.50,990.00, 0.10,891.00,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,162.00
2199,2015-04-25,2014-12-15,EAST_OAK,65.00, 5.50,357.50, 0.10,321.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,58.50
2199-2,2015-04-25,2015-04-22,BROADWAY,315.00, 4.50,1417.50, 0.10,1275.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,283.50
2199-2,2015-04-25,2015-04-22,ATRIUM,225.00, 4.50,1012.50, 0.10,911.25,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,202.50
2199-2,2015-04-25,2015-04-22,JINGLETOWN,180.00, 4.50,810.00, 0.10,729.00,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,162.00
2199-2,2015-04-25,2015-04-22,EAST_OAK,65.00, 5.50,357.50, 0.10,321.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,58.50
2200,2015-01-10,2014-12-23,BROADWAY,255.00, 7.00,1785.00, 0.86,249.90,PART_TIME,FRIEND,WEEKEND,FULL_DAY,35.70
2201,2015-02-25,2014-12-26,BROADWAY,295.00, 3.00,885.00, 1.00, 0.00,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY, 0.00
315001,2015-04-09,2015-03-03,BROADWAY,180.00, 1.50,270.00, 0.15,229.50,FULL_TIME,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,153.00
315001,2015-04-09,2015-03-03,ATRIUM,110.00, 1.50,165.00, 0.15,140.25,FULL_TIME,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,93.50
315001,2015-04-09,2015-03-03,OMI,60.00, 2.75,165.00, 0.15,140.25,FULL_TIME,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,51.00
315001-2,2015-04-09,2015-04-01,BROADWAY,180.00, 1.75,315.00, 0.15,267.75,FULL_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,153.00
315001-2,2015-04-09,2015-04-01,OMI,60.00, 3.25,195.00, 0.15,165.75,FULL_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,51.00
315002,3/28-3/29,2015-03-05,BROADWAY,255.00,16.00,4080.00, 0.70,1224.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,76.50
315002,3/28-3/29,2015-03-05,ATRIUM,180.00,16.00,2880.00, 0.70,864.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,54.00
315002-2,3/28-3/29,2015-03-24,BROADWAY,255.00,16.00,4080.00, 0.70,1224.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,76.50
315002-2,3/28-3/29,2015-03-24,ATRIUM,864.00, 1.00,864.00, 0.50,432.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,432.00
315003,2015-03-27,2015-03-06,BROADWAY,210.00, 4.00,840.00, 0.00,840.00,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,210.00
315004,2015-03-25,2015-03-11,OMI,115.00, 2.50,287.50, 1.00, 0.00,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY, 0.00
315005,2015-04-04,2015-03-17,BROADWAY,210.00, 3.50,735.00, 0.93,51.45,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,14.70
315005-2,2015-04-04,2015-04-01,BROADWAY,210.00, 3.50,735.00, 0.93,51.45,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,14.70
315006-2,2015-04-16,2015-03-20,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
315007,2015-04-14,2015-03-17,BROADWAY,225.00, 1.50,337.50, 0.00,337.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,225.00
315007-2,2015-04-14,2015-04-07,BROADWAY,225.00, 2.00,450.00, 0.00,450.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,225.00
315008,2015-05-02,2015-03-19,BROADWAY,210.00,10.00,2100.00, 0.15,1785.00,FULL_TIME,unknown,WEEKEND,FULL_DAY,178.50
315008-2,2015-05-02,2015-04-28,BROADWAY,210.00, 7.00,1470.00, 0.15,1249.50,FULL_TIME,unknown,WEEKEND,FULL_DAY,178.50
315008-2,2015-05-02,2015-04-28,JINGLETOWN,105.00, 3.00,315.00, 0.15,267.75,FULL_TIME,unknown,WEEKEND,FULL_DAY,89.25
315008-2,2015-05-02,2015-04-28,UPTOWN,60.00, 3.00,180.00, 0.15,153.00,FULL_TIME,unknown,WEEKEND,FULL_DAY,51.00
315009,2015-04-23,2015-03-20,BROADWAY,180.00, 2.50,450.00, 0.00,450.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,180.00
315010,2015-03-25,2015-03-23,JINGLETOWN,115.00, 2.50,287.50, 0.00,287.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,115.00
315011,2015-04-21,2015-03-25,BROADWAY,295.00, 3.00,885.00, 0.80,177.00,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,59.00
315011-2,2015-04-21,2015-04-16,BROADWAY,295.00, 3.00,885.00, 0.80,177.00,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,59.00
315012,2015-05-16,2015-03-25,BROADWAY,255.00, 3.00,765.00, 0.00,765.00,PART_TIME,NONE,WEEKEND,FULL_DAY,255.00
315012-2,2015-05-16,2015-04-29,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,NONE,WEEKEND,FULL_DAY,255.00
315013,2015-04-14,2015-03-30,DOWNTOWN,45.00, 3.00,135.00, 0.00,135.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
415001,2015-04-08,2015-01-14,BROADWAY,180.00, 2.00,360.00, 0.00,360.00,FULL_TIME,FRIEND,WEEKDAY,PARTIAL_DAY,180.00
415002-3,2015-08-15,2015-08-14,BROADWAY,315.00, 8.00,2520.00, 0.35,1638.00,NON_MEMBER,unknown,WEEKEND,FULL_DAY,204.75
415002-3,2015-08-15,2015-08-14,ATRIUM,225.00, 8.00,1800.00, 0.35,1170.00,NON_MEMBER,unknown,WEEKEND,FULL_DAY,146.25
415002-4,2015-08-15,2015-08-21,BROADWAY,315.00, 8.00,2520.00, 0.35,1638.00,NON_MEMBER,unknown,WEEKEND,FULL_DAY,204.75
415002-4,2015-08-15,2015-08-21,ATRIUM,225.00, 8.00,1800.00, 0.35,1170.00,NON_MEMBER,unknown,WEEKEND,FULL_DAY,146.25
415004-2,2015-04-11,2015-05-22,UPTOWN,70.00, 6.50,455.00, 0.20,364.00,FULL_TIME,unknown,WEEKEND,FULL_DAY,56.00
415005-2,2015-04-25,2015-05-22,UPTOWN,90.00, 4.00,360.00, 0.10,324.00,FULL_TIME,unknown,WEEKEND,PARTIAL_DAY,81.00
415006,2015-06-04,2015-04-06,ATRIUM,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
415007,2015-09-25,2015-09-16,BROADWAY,295.00, 3.00,885.00, 0.15,752.25,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,250.75
415007,2015-09-25,2015-09-16,ATRIUM,180.00, 3.00,540.00, 0.15,459.00,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,153.00
415008,2015-07-13,2015-06-26,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,295.00
415008,2015-07-13,2015-06-26,EAST_OAK,35.00, 4.50,157.50, 0.00,157.50,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,35.00
415009,2015-04-18,2015-04-10,OMI,90.00, 4.00,360.00, 0.00,360.00,PART_TIME,FOUNDER,WEEKEND,PARTIAL_DAY,90.00
415010,2015-02-24,2015-04-10,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
415011,2015-04-24,2015-04-16,ATRIUM,225.00, 2.50,562.50, 1.00, 0.00,NON_MEMBER,FOUNDER,WEEKEND,FULL_DAY, 0.00
415011,2015-04-24,2015-04-16,OMI,60.00, 5.00,300.00, 0.00,300.00,NON_MEMBER,FOUNDER,WEEKEND,FULL_DAY,60.00
415012,2015-05-20,2015-04-16,ATRIUM,110.00, 2.50,275.00, 0.00,275.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,110.00
415013,2015-04-15,2015-04-20,DOWNTOWN,45.00, 4.00,180.00, 0.00,180.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
415013-2,2015-04-15,2015-05-12,DOWNTOWN,45.00, 4.00,180.00, 1.00, 0.00,PART_TIME,unknown,WEEKDAY,PARTIAL_DAY, 0.00
415014,2015-04-15,2015-04-21,OMI,85.00, 2.50,212.50, 0.00,212.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,85.00
415014,2015-04-15,2015-04-21,DOWNTOWN,45.00, 4.00,180.00, 0.00,180.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
415014-2,2015-04-15,2015-04-21,OMI,85.00, 2.50,212.50, 0.00,212.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,85.00
415014-2,2015-04-15,2015-04-21,DOWNTOWN,45.00, 3.00,135.00, 0.00,135.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
415014-3,2015-04-15,2015-04-21,OMI,85.00, 2.50,212.50, 0.00,212.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,85.00
415014-3,2015-04-15,2015-04-21,DOWNTOWN,45.00, 4.00,180.00, 0.00,180.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,45.00
415015,2015-05-05,2015-04-24,BROADWAY,225.00, 3.00,675.00, 1.00, 0.00,PART_TIME,FRIEND,WEEKDAY,PARTIAL_DAY, 0.00
415016,2015-09-18,2015-04-27,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,NONE,WEEKEND,FULL_DAY,255.00
415017,2015-05-09,2015-04-28,BROADWAY,225.00, 2.00,450.00, 0.00,450.00,PART_TIME,NONE,WEEKEND,FULL_DAY,225.00
415017-2,2015-05-09,2015-05-06,BROADWAY,225.00, 2.00,450.00, 0.00,450.00,PART_TIME,NONE,WEEKEND,PARTIAL_DAY,225.00
415018,2015-05-21,2015-04-28,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
415018-2,2015-05-21,2015-05-18,BROADWAY,295.00, 2.50,737.50, 0.00,737.50,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
415019,2015-09-24,2015-04-29,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,295.00
415019,2015-09-24,2015-04-29,MERIDIAN,95.00, 3.00,285.00, 0.00,285.00,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,95.00
415019,2015-09-24,2015-04-29,,15.00, 5.00,75.00, 0.00,75.00,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,15.00
512003,2015-06-09,2015-05-12,ATRIUM,195.00, 3.00,585.00, 0.15,497.25,unknown,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,165.75
512003,2015-06-09,2015-05-12,OMI,115.00, 3.00,345.00, 0.15,293.25,unknown,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,97.75
515001,2015-07-04,2015-05-01,BROADWAY,180.00, 7.50,1350.00, 0.15,1147.50,FULL_TIME,unknown,WEEKEND,FULL_DAY,153.00
515002,2015-05-27,2015-05-05,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
515002,2015-06-03,2015-05-05,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
515002,2015-06-10,2015-05-05,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
515002,2015-06-17,2015-05-05,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
515002,2015-06-24,2015-05-05,OMI,60.00, 3.50,210.00, 0.00,210.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,60.00
515004,2015-05-23,2015-05-19,BROADWAY,210.00, 6.00,1260.00, 0.33,844.20,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY,140.70
515004,2015-05-23,2015-05-19,ATRIUM,140.00, 6.00,840.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
515004,2015-05-23,2015-05-19,JINGLETOWN,105.00, 6.00,630.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
515004,2015-05-23,2015-05-19,OMI,90.00, 4.00,360.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
515005,2015-06-03,2015-08-06,ATRIUM,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
515006,2015-05-29,2015-05-26,BROADWAY,255.00, 2.50,637.50, 0.10,573.75,PART_TIME,MULTI_ROOM,WEEKEND,PARTIAL_DAY,229.50
615001-3,2015-10-23,2015-09-04,BROADWAY,315.00, 4.50,1417.50, 0.00,1417.50,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
615001-3,2015-10-23,2015-09-04,JINGLETOWN,180.00, 4.50,810.00, 0.35,526.50,NON_MEMBER,NONE,WEEKEND,FULL_DAY,117.00
615001-3,2015-10-23,2015-09-04,OMI,145.00, 4.50,652.50, 0.35,424.12,NON_MEMBER,NONE,WEEKEND,FULL_DAY,94.25
615002-2,2015-06-07,2015-06-08,BROADWAY,210.00, 9.50,1995.00, 0.75,498.75,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY,52.50
615002-2,2015-06-07,2015-06-08,ATRIUM,140.00, 1.00,140.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
615002-2,2015-06-07,2015-06-08,JINGLETOWN,105.00, 1.00,105.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
615002-2,2015-06-07,2015-06-08,UPTOWN,70.00, 1.00,70.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY, 0.00
615003,2015-06-23,2015-06-03,BROADWAY,180.00, 3.00,540.00, 0.00,540.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,180.00
615005-4,2015-10-16,2015-10-05,BROADWAY,255.00, 3.00,765.00, 0.00,765.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
715001,2011-11-12,2015-07-07,BROADWAY,210.00, 4.00,840.00, 0.15,714.00,FULL_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,178.50
715001,2011-11-12,2015-07-07,ATRIUM,140.00, 4.00,560.00, 0.15,476.00,FULL_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,119.00
715001-2,2015-11-13,2015-11-11,BROADWAY,210.00, 4.00,840.00, 0.15,714.00,FULL_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,178.50
715001-2,2015-11-13,2015-11-11,ATRIUM,140.00, 4.00,560.00, 0.15,476.00,FULL_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,119.00
715002,2015-11-12,2015-07-14,BROADWAY,295.00, 4.00,1180.00, 0.30,826.00,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY,206.50
715002,2015-11-12,2015-07-14,ATRIUM,195.00, 4.00,780.00, 0.50,390.00,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY,97.50
715002-2,2015-11-12,2015-11-11,BROADWAY,295.00, 3.50,1032.50, 0.30,722.75,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY,206.50
715002-2,2015-11-12,2015-11-11,ATRIUM,195.00, 3.50,682.50, 0.50,341.25,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY,97.50
715002-2,2015-11-12,2015-11-11,UPTOWN,65.00,10.00,650.00, 0.50,325.00,NON_MEMBER,FRIEND,WEEKDAY,FULL_DAY,32.50
715003-2,2015-08-14,2015-07-28,BROADWAY,255.00, 4.00,1020.00, 1.00, 0.00,PART_TIME,FRIEND,WEEKEND,FULL_DAY, 0.00
715004-2,2015-07-27,2015-07-24,OMI,115.00, 2.00,230.00, 0.35,149.50,NON_MEMBER,FOUNDER,WEEKDAY,PARTIAL_DAY,74.75
715005,2011-07-18,2015-07-17,BROADWAY,210.00, 3.00,630.00, 0.67,207.90,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY,69.30
715006,2011-09-18,2015-07-20,BROADWAY,255.00, 5.00,1275.00, 0.25,956.25,unknown,MULTI_ROOM,WEEKEND,FULL_DAY,191.25
715007,2011-08-13,2015-07-21,BROADWAY,180.00, 3.00,540.00, 1.00, 0.00,FULL_TIME,FOUNDER,WEEKDAY,FULL_DAY, 0.00
715008,2015-08-11,2015-07-22,BROADWAY,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
715008-2,2015-08-11,2015-08-07,BROADWAY,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
715009,2015-08-12,2015-07-22,BROADWAY,180.00, 2.50,450.00, 0.00,450.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,180.00
715009,2015-08-12,2015-07-22,ATRIUM,110.00, 2.50,275.00, 0.50,137.50,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,55.00
715010,2015-09-16,2015-07-24,BROADWAY,295.00, 3.00,885.00, 0.00,885.00,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
715011-3,2015-09-17,2015-12-02,BROADWAY,295.00, 3.00,885.00, 0.00,885.00,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
715012,2015-11-15,2015-07-29,BROADWAY,315.00, 4.50,1417.50, 0.35,921.38,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,204.75
715012,2015-11-15,2015-07-29,ATRIUM,225.00, 4.50,1012.50, 0.50,506.25,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,112.50
715012-3,2015-11-15,2015-11-06,BROADWAY,315.00, 5.00,1575.00, 0.35,1023.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,204.75
715012-3,2015-11-15,2015-11-06,ATRIUM,225.00, 5.00,1125.00, 0.50,562.50,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,112.50
715012-3,2015-11-15,2015-11-06,OMI,115.00, 5.00,575.00, 1.00, 0.00,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY, 0.00
715013,2015-08-08,2015-07-31,BROADWAY,315.00, 2.50,787.50, 0.00,787.50,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
715013-2,2015-08-08,2015-08-04,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
715014,2015-10-09,2015-07-31,ATRIUM,140.00, 4.50,630.00, 0.55,283.50,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,63.00
715014-3,2015-11-20,2015-07-31,ATRIUM,140.00, 4.50,630.00, 0.55,283.50,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,63.00
815001-2,2015-11-19,2015-11-06,BROADWAY,180.00, 2.50,450.00, 0.00,450.00,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,180.00
815002,2015-10-15,2015-08-07,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,RETURNING,WEEKDAY,PARTIAL_DAY,295.00
815002-2,2015-10-15,2015-10-05,BROADWAY,295.00, 3.00,885.00, 0.00,885.00,NON_MEMBER,RETURNING,WEEKDAY,FULL_DAY,295.00
815002-2,2015-10-15,2015-10-05,DOWNTOWN,95.00, 2.00,190.00, 1.00, 0.00,NON_MEMBER,RETURNING,WEEKDAY,FULL_DAY, 0.00
815002-2,2015-10-15,2015-10-05,EAST_OAK,65.00, 5.50,357.50, 0.75,268.12,NON_MEMBER,RETURNING,WEEKDAY,FULL_DAY,48.75
815003,2015-11-14,2015-08-07,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
815003,2015-11-14,2015-08-07,ATRIUM,180.00, 4.00,720.00, 0.50,360.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,90.00
815003-2,2015-11-07,2015-10-16,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
815003-2,2015-11-07,2015-10-16,ATRIUM,180.00, 4.00,720.00, 0.50,360.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,90.00
815003-3,2015-11-07,2015-11-04,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
815003-3,2015-11-07,2015-11-04,JINGLETOWN,105.00, 4.00,420.00, 1.00, 0.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY, 0.00
815003-4,2015-11-07,2015-11-04,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
815003-4,2015-11-07,2015-11-04,ATRIUM,180.00, 4.00,720.00, 0.50,360.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,90.00
815003-5,2015-11-07,2015-11-11,BROADWAY,255.00, 4.00,1020.00, 0.00,1020.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,255.00
815003-5,2015-11-07,2015-11-11,JINGLETOWN,105.00, 4.00,420.00, 1.00, 0.00,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY, 0.00
815004,2015-09-26,2015-08-10,BROADWAY,255.00, 8.00,2040.00, 0.20,1632.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,204.00
815004-2,2015-09-26,2015-10-28,BROADWAY,255.00, 8.00,2040.00, 0.20,1632.00,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,204.00
