invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_type2,day_dur
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,ROOM,DOWNTOWN,45.0,7.0,315.0,0.1,283.5,PART-TIME,MULTIROOM,WEEKDAY,weekday,
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,SERVICE,STAFFING,35.0,6.5,227.5,0.0,227.5,PART-TIME,MULTIROOM,WEEKDAY,weekday,
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,SERVICE,A/V,40.0,4.5,180.0,0.0,180.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
115005 Friends of Parks&Rec,2015-01-20,2015-05-07,ITEM_TOT,,,,3087.5,0.06089068825910926,2899.5,PART-TIME,MULTIROOM,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,ROOM,BROADWAY,180.0,2.0,360.0,0.0,360.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,SERVICE,STAFFING,40.0,4.0,160.0,0.0,160.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
415001 Agents of Change,2015-01-14,2015-04-08,ITEM_TOT,,,,1070.0,0.0,1070.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,ROOM,BROADWAY,180.0,3.0,540.0,0.0,540.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,SERVICE,JANITORIAL,100.0,1.0,100.0,1.0,0.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002 Equitable Origin,2015-01-14,2015-02-26,ITEM_TOT,,,,1290.0,0.07751937984496127,1190.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
215002-2 CPD Gala Damage,2015-01-09,2015-02-05,OTHER,Damage Deposit,1000.0,1.0,1000.0,0.0,1000.0,N/S,NONE,,weekday,
215002-2 CPD Gala Damage,2015-01-09,2015-02-05,ITEM_TOT,,,,1000.0,0.0,1000.0,N/S,NONE,,weekday,
215001 CPD Gala,2015-01-09,2015-02-05,ROOM,BROADWAY,225.0,2.0,450.0,0.0,450.0,PART-TIME,NONE,WEEKDAY,weekday,
215001 CPD Gala,2015-01-09,2015-02-05,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
215001 CPD Gala,2015-01-09,2015-02-05,SERVICE,STAFFING,40.0,4.0,160.0,0.0,160.0,PART-TIME,NONE,WEEKDAY,weekday,
215001 CPD Gala,2015-01-09,2015-02-05,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKDAY,weekday,
215001 CPD Gala,2015-01-09,2015-02-05,ITEM_TOT,,,,960.0,0.0,960.0,PART-TIME,NONE,WEEKDAY,weekday,
115004 KQED,2015-01-09,2014-02-13,ROOM,BROADWAY,315.0,4.0,1260.0,0.5,630.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
115004 KQED,2015-01-09,2014-02-13,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,NON-MEMBER,PARTNER,WEEKEND,weekday,
115004 KQED,2015-01-09,2014-02-13,SERVICE,STAFFING,40.0,5.5,220.0,0.0,220.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
115004 KQED,2015-01-09,2014-02-13,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
115004 KQED,2015-01-09,2014-02-13,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
115004 KQED,2015-01-09,2014-02-13,ITEM_TOT,,,,2207.5,0.2853907134767837,1577.5,NON-MEMBER,PARTNER,WEEKEND,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,ROOM,BROADWAY,180.0,1.4,251.99999999999997,0.0,251.99999999999997,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.75,37.5,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,STAFFING,40.0,4.0,160.0,1.0,0.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,JANITORIAL,500.0,1.0,500.0,0.5,250.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,JANITORIAL,100.0,1.0,100.0,0.7,30.000000000000004,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,A/V,40.0,2.0,80.0,1.0,0.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,SERVICE,DRINKS,163.13,1.0,163.13,0.5,81.565,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,OTHER,Security,30.0,10.0,300.0,0.5,150.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
115003 YouthHUB_IHO Holiday,2015-01-08,2014-12-17,ITEM_TOT,,,,1705.13,0.530202975726191,801.065,FULL-TIME,PARTNER,WEEKDAY,weekday,
2193_Rev1 Rosenberg Foundation,2015-01-06,2014-01-14,ROOM,BROADWAY,295.0,2.5,737.5,0.0,737.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2193_Rev1 Rosenberg Foundation,2015-01-06,2014-01-14,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2193_Rev1 Rosenberg Foundation,2015-01-06,2014-01-14,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2193_Rev1 Rosenberg Foundation,2015-01-06,2014-01-14,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2193_Rev1 Rosenberg Foundation,2015-01-06,2014-01-14,ITEM_TOT,,,,1207.5,0.0,1207.5,NON-MEMBER,NONE,WEEKDAY,weekday,
115001-2 P2R Graduation,2015-01-02,2015-03-21,ROOM,BROADWAY,210.0,3.0,630.0,0.0,630.0,FULL-TIME,NONE,WEEKEND,weekend,
115001-2 P2R Graduation,2015-01-02,2015-03-21,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,FULL-TIME,NONE,WEEKEND,weekend,
115001-2 P2R Graduation,2015-01-02,2015-03-21,SERVICE,STAFFING,35.0,5.5,192.5,0.0,192.5,FULL-TIME,NONE,WEEKEND,weekend,
115001-2 P2R Graduation,2015-01-02,2015-03-21,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKEND,weekend,
115001-2 P2R Graduation,2015-01-02,2015-03-21,ITEM_TOT,,,,1260.0,0.0,1260.0,FULL-TIME,NONE,WEEKEND,weekend,
215004 Design Thinking,2014-12-31,2015-02-12,ROOM,ATRIUM,110.0,2.0,220.0,0.15,187.0,FULL-TIME,N/S,WEEKDAY,weekday,
215004 Design Thinking,2014-12-31,2015-02-12,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKDAY,weekday,
215004 Design Thinking,2014-12-31,2015-02-12,SERVICE,STAFFING,40.0,4.0,160.0,0.0,160.0,FULL-TIME,NONE,WEEKDAY,weekday,
215004 Design Thinking,2014-12-31,2015-02-12,SERVICE,JANITORIAL,250.0,1.0,250.0,1.0,0.0,FULL-TIME,N/S,WEEKDAY,weekday,
215004 Design Thinking,2014-12-31,2015-02-12,SERVICE,JANITORIAL,50.0,1.0,50.0,1.0,0.0,FULL-TIME,N/S,WEEKDAY,weekday,
215004 Design Thinking,2014-12-31,2015-02-12,ITEM_TOT,,,,830.0,0.4012048192771084,497.0,FULL-TIME,N/S,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,ROOM,BROADWAY,295.0,3.0,885.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,SERVICE,SETUP_RESET,75.0,3.0,225.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,SERVICE,STAFFING,40.0,6.0,240.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,SERVICE,A/V,40.0,5.0,200.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2201 SF Noir,2014-12-26,2015-02-25,ITEM_TOT,,,,2150.0,0.7209302325581395,600.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2200 Rebirth & Renewal,2014-12-23,2015-01-10,ROOM,BROADWAY,255.0,7.0,1785.0,0.86,249.90000000000003,PART-TIME,N/S,WEEKEND,weekend,
2200 Rebirth & Renewal,2014-12-23,2015-01-10,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKEND,weekend,
2200 Rebirth & Renewal,2014-12-23,2015-01-10,ITEM_TOT,,,,2035.0,0.7543488943488943,499.90000000000003,PART-TIME,N/S,WEEKEND,weekend,
2199 Redwood Day School_Damage,2014-12-15,2015-04-25,OTHER,Damage Deposit,1000.0,1.0,1000.0,0.0,1000.0,N/S,NONE,,weekend,
2199 Redwood Day School_Damage,2014-12-15,2015-04-25,ITEM_TOT,,,,1000.0,0.0,1000.0,N/S,NONE,,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,ROOM,BROADWAY,315.0,5.5,1732.5,0.1,1559.25,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,ROOM,ATRIUM,225.0,5.5,1237.5,0.1,1113.75,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,ROOM,JINGLETOWN,180.0,5.5,990.0,0.1,891.0,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,ROOM,EAST_OAK,65.0,5.5,357.5,0.1,321.75,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,SERVICE,A/V,40.0,8.0,320.0,0.0,320.0,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2199 Redwood Day School,2014-12-15,2015-04-25,ITEM_TOT,,,,5437.5,0.0794022988505747,5005.75,NON-MEMBER,MULTIROOM,WEEKEND,weekend,
2198 Beyond Sep_SeriesII_April,2014-12-12,2015-04-01,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2198 Beyond Sep_SeriesII_April,2014-12-12,2015-04-08,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2198 Beyond Sep_SeriesII_April,2014-12-12,2015-04-15,ROOM,OMI,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2198 Beyond Sep_SeriesII_April,2014-12-12,2015-04-22,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2198 Beyond Sep_SeriesII_April,2014-12-12,2015-04-22,ITEM_TOT,,,,540.0,0.0,540.0,FULL-TIME,NONE,WEEKDAY,weekday,
2197 Beyond Sep_SeriesII_March,2014-12-12,2015-03-04,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2197 Beyond Sep_SeriesII_March,2014-12-12,2015-03-11,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2197 Beyond Sep_SeriesII_March,2014-12-12,2015-03-18,ROOM,OMI,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2197 Beyond Sep_SeriesII_March,2014-12-12,2015-03-25,ROOM,MERIDIAN,45.0,3.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,
2197 Beyond Sep_SeriesII_March,2014-12-12,2015-03-25,ITEM_TOT,,,,540.0,0.0,540.0,FULL-TIME,NONE,WEEKDAY,weekday,
2196 Tuux.it,2014-12-10,2015-02-06,ROOM,ATRIUM,225.0,1.5,337.5,1.0,0.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
2196 Tuux.it,2014-12-10,2015-02-06,SERVICE,SETUP_RESET,50.0,1.0,50.0,0.0,50.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
2196 Tuux.it,2014-12-10,2015-02-06,SERVICE,JANITORIAL,70.0,1.0,70.0,0.0,70.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
2196 Tuux.it,2014-12-10,2015-02-06,SERVICE,JANITORIAL,85.0,1.0,85.0,0.0,85.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
2196 Tuux.it,2014-12-10,2015-02-06,ITEM_TOT,,,,542.5,0.6221198156682028,205.0,NON-MEMBER,PARTNER,WEEKEND,weekday,
2195 SYNCIS,2014-12-09,2014-12-18,ROOM,MERIDIAN,95.0,1.5,142.5,0.0,142.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2195 SYNCIS,2014-12-09,2014-12-18,SERVICE,SETUP_RESET,30.0,1.0,30.0,0.0,30.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2195 SYNCIS,2014-12-09,2014-12-18,ITEM_TOT,,,,172.5,0.0,172.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,ROOM,BROADWAY,295.0,3.0,885.0,0.1,796.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,ROOM,ATRIUM,195.0,3.0,585.0,0.1,526.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,SERVICE,SETUP_RESET,75.0,1.0,75.0,0.0,75.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,SERVICE,STAFFING,30.0,5.0,150.0,0.0,150.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,SERVICE,SETUP_RESET,75.0,2.0,150.0,1.0,0.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,SERVICE,JANITORIAL,500.0,1.0,500.0,0.5,250.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge_Rev1,2014-12-09,2014-12-10,ITEM_TOT,,,,2545.0,0.21493123772102163,1998.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,ROOM,BROADWAY,255.0,4.5,1147.5,0.25,860.625,PART-TIME,MULTIDAY,WEEKEND,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,SERVICE,SETUP_RESET,100.0,1.5,150.0,0.0,150.0,PART-TIME,MULTIDAY,WEEKEND,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,SERVICE,STAFFING,35.0,6.0,210.0,0.0,210.0,PART-TIME,MULTIDAY,WEEKEND,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,MULTIDAY,WEEKEND,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,SERVICE,A/V,40.0,1.5,60.0,0.0,60.0,PART-TIME,MULTIDAY,WEEKEND,weekday,
 215003 Forward Together,2014-12-08,2014-02-20,ITEM_TOT,,,,1817.5,0.15784044016506193,1530.625,PART-TIME,MULTIDAY,WEEKEND,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ROOM,BROADWAY,315.0,2.0,630.0,0.25,472.5,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ROOM,ATRIUM,195.0,2.0,390.0,0.25,292.5,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ROOM,JINGLETOWN,150.0,2.0,300.0,0.25,225.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ROOM,OMI,115.0,2.0,230.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ROOM,UPTOWN,85.0,2.0,170.0,0.25,127.5,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,SERVICE,STAFFING,30.0,4.0,120.0,0.0,120.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2194 AAMA_Report Out,2014-12-05,2015-01-15,ITEM_TOT,,,,2490.0,0.2419678714859438,1887.5,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2193 Rosenberg Foundation,2014-12-05,2014-01-14,ROOM,BROADWAY,295.0,2.5,737.5,0.0,737.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2193 Rosenberg Foundation,2014-12-05,2014-01-14,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2193 Rosenberg Foundation,2014-12-05,2014-01-14,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2193 Rosenberg Foundation,2014-12-05,2014-01-14,ITEM_TOT,,,,1087.5,0.0,1087.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2192 Josh Healey,2014-12-04,2014-12-18,ROOM,BROADWAY,295.0,2.0,590.0,1.0,0.0,N/S,N/S,WEEKDAY,weekday,
2192 Josh Healey,2014-12-04,2014-12-18,SERVICE,SETUP_RESET,40.0,2.5,100.0,0.0,100.0,N/S,NONE,WEEKDAY,weekday,
2192 Josh Healey,2014-12-04,2014-12-18,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,N/S,NONE,WEEKDAY,weekday,
2192 Josh Healey,2014-12-04,2014-12-18,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,N/S,NONE,WEEKDAY,weekday,
2192 Josh Healey,2014-12-04,2014-12-18,ITEM_TOT,,,,1100.0,0.5363636363636364,510.0,N/S,N/S,WEEKDAY,weekday,
2191 SFJazz_OPC,2014-12-04,2015-01-13,ROOM,OMI,60.0,1.5,90.0,0.0,90.0,FULL-TIME,NONE,WEEKDAY,weekday,
2191 SFJazz_OPC,2014-12-04,2015-01-13,SERVICE,SETUP_RESET,30.0,1.0,30.0,0.0,30.0,FULL-TIME,NONE,WEEKDAY,weekday,
2191 SFJazz_OPC,2014-12-04,2015-01-13,SERVICE,JANITORIAL,30.0,1.0,30.0,0.0,30.0,FULL-TIME,NONE,WEEKDAY,weekday,
2191 SFJazz_OPC,2014-12-04,2015-01-13,ITEM_TOT,,,,150.0,0.0,150.0,FULL-TIME,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,ROOM,BROADWAY,400.0,4.5,1800.0,0.0,1800.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,SERVICE,SETUP_RESET,115.0,2.0,230.0,0.0,230.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,SERVICE,A/V,60.0,6.5,390.0,0.0,390.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,SERVICE,STAFFING,60.0,6.5,390.0,0.0,390.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2190 Kerusso Music Group,2014-11-26,2014-12-31,ITEM_TOT,,,,3310.0,0.0,3310.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2189 BGC_volunteertraining_2,2014-11-25,2014-12-10,ROOM,MERIDIAN,45.0,2.0,90.0,0.0,90.0,FULL-TIME,NONE,WEEKDAY,weekday,
2189 BGC_volunteertraining_2,2014-11-25,2014-12-10,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2189 BGC_volunteertraining_2,2014-11-25,2014-12-10,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2189 BGC_volunteertraining_2,2014-11-25,2014-12-10,ITEM_TOT,,,,290.0,0.0,290.0,FULL-TIME,NONE,WEEKDAY,weekday,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,ROOM,OMI,90.0,3.0,270.0,0.0,270.0,FULL-TIME,NONE,WEEKEND,weekend,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,ROOM,EAST_OAK,35.0,1.0,35.0,0.0,35.0,FULL-TIME,NONE,WEEKEND,weekend,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,SERVICE,STAFFING,30.0,5.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKEND,weekend,
2188 BGC_volunteertraining,2014-11-25,2014-12-06,ITEM_TOT,,,,855.0,0.0,855.0,FULL-TIME,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,ROOM,BROADWAY,315.0,5.0,1575.0,0.0,1575.0,NON-MEMBER,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,SERVICE,SETUP_RESET,100.0,2.0,200.0,0.0,200.0,NON-MEMBER,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,SERVICE,STAFFING,30.0,7.0,210.0,0.0,210.0,NON-MEMBER,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,SERVICE,JANITORIAL,50.0,1.0,50.0,0.0,50.0,NON-MEMBER,NONE,WEEKEND,weekend,
2187 AlterConf,2014-11-24,2015-01-31,ITEM_TOT,,,,2285.0,0.0,2285.0,NON-MEMBER,NONE,WEEKEND,weekend,
2186 Kiwan,2014-11-24,2014-12-09,ROOM,DOWNTOWN,45.0,1.0,45.0,0.0,45.0,PART-TIME,NONE,WEEKDAY,weekday,
2186 Kiwan,2014-11-24,2014-12-09,SERVICE,SETUP_RESET,20.0,1.0,20.0,0.0,20.0,PART-TIME,NONE,WEEKDAY,weekday,
2186 Kiwan,2014-11-24,2014-12-09,ITEM_TOT,,,,65.0,0.0,65.0,PART-TIME,NONE,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,ROOM,BROADWAY,295.0,3.0,885.0,0.5,442.5,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,ROOM,ATRIUM,195.0,3.0,585.0,1.0,0.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.5,75.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,SERVICE,JANITORIAL,85.0,1.0,85.0,0.0,85.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,OTHER,Security,30.0,3.0,90.0,0.0,90.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2184 Konda Mason_warmcoat,2014-11-20,2014-12-08,ITEM_TOT,,,,2245.0,0.49109131403118045,1142.5,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
