sheet,DATE,DESCRIPTION,AMOUNT,HOURS/UNITS,SUBTOTAL,DISCOUNT,TOTAL,rate
815001 SELC Fall Celebration,2015-11-19,On Broadway,180.0,2.5,450.0,,450.0,Full Time Member Weekday Rate
815001 SELC Fall Celebration,2015-11-19,Set Up & Reset,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
815001 SELC Fall Celebration,2015-11-19,IHO Staffing,40.0,4.5,180.0,,180.0,Full Time Member Weekday Rate
815001 SELC Fall Celebration,2015-11-19,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
815001 SELC Fall Celebration,2015-11-19,Total,,,980.0,,980.0,Full Time Member Weekday Rate
215010 Ever Forward Club,2015-03-04,On Broadway,225.0,4.0,900.0,,900.0,Part-time Member Weekday Rate
215010 Ever Forward Club,2015-03-04,Set Up & Break Down,75.0,2.0,150.0,,150.0,Part-time Member Weekday Rate
215010 Ever Forward Club,2015-03-04,IHO Staffing,30.0,6.0,180.0,,180.0,Part-time Member Weekday Rate
215010 Ever Forward Club,2015-03-04,Standard Janitorial/Waste Removal Fee,350.0,1.0,350.0,,350.0,Part-time Member Weekday Rate
215010 Ever Forward Club,2015-03-04,Total,,,1580.0,,1580.0,Part-time Member Weekday Rate
2187 AlterConf,2015-01-31,On Broadway,315.0,5.0,1575.0,,1575.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,Set Up & Break Down,100.0,2.0,200.0,,200.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,Staffing,30.0,7.0,210.0,,210.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,Waste Removal Fee (Medium Party) ,50.0,1.0,50.0,,50.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,A/V Technician,40.0,,0.0,,0.0,Non Member Weekend Rate
2187 AlterConf,2015-01-31,Total,,,,,2285.0,Non Member Weekend Rate
715012 Urban Beauty Inc,2015-11-15,On Broadway,315.0,4.5,1417.5,0.35,921.375,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,Atrium,225.0,4.5,1012.5,0.5,506.25,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,Set Up & Reset,75.0,4.0,300.0,,300.0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,IHO Staffing,30.0,8.5,255.0,,255.0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,Large Party Janitorial/Waste Removal Fee,300.0,1.0,300.0,,300.0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,Speciality A/V Sound Technician,40.0,7.5,300.0,,300.0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,"Compostables: cutlery, sm plates, napkins, cups",,1.0,233.88,,233.88,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715012 Urban Beauty Inc,2015-11-15,Total,,,3818.88,,2816.505,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc."
715013-2 Dinner Lab,2015-08-08,On Broadway,315.0,3.0,945.0,,945.0,Non Member Weekend Rate
715013-2 Dinner Lab,2015-08-08,Set Up & Reset ,75.0,4.5,337.5,,337.5,Non Member Weekend Rate
715013-2 Dinner Lab,2015-08-08,IHO Staffing ,30.0,7.5,225.0,,225.0,Non Member Weekend Rate
715013-2 Dinner Lab,2015-08-08,Sm Party Janitorial/Waste Removal Fee ,200.0,1.0,200.0,,200.0,Non Member Weekend Rate
715013-2 Dinner Lab,2015-08-08,Total,,,1707.5,,1707.5,Non Member Weekend Rate
2165 Marie Bernardo,2014-12-13,On Broadway,315.0,5.0,1575.0,,1575.0,Non Member Weekend Rate
2165 Marie Bernardo,2014-12-13,Weekend Staffing ,30.0,5.0,150.0,,150.0,Non Member Weekend Rate
2165 Marie Bernardo,2014-12-13,Set Up & Break Down,75.0,4.0,300.0,,300.0,Non Member Weekend Rate
2165 Marie Bernardo,2014-12-13,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekend Rate
2165 Marie Bernardo,2014-12-13,Total,,,2525.0,,2525.0,Non Member Weekend Rate
2055 United Roots_Revised,2014-05-24,On Broadway,140.0,7.0,980.0,,980.0,
2055 United Roots_Revised,2014-05-24,Gallery,60.0,4.0,240.0,,240.0,
2055 United Roots_Revised,2014-05-24,Atrium,90.0,4.0,360.0,,360.0,
2055 United Roots_Revised,2014-05-24,Downtown,25.0,4.0,100.0,,100.0,
2055 United Roots_Revised,2014-05-24,Meridian Room,0.0,4.0,0.0,1.0,0.0,
2055 United Roots_Revised,2014-05-24,Set-up/Break-down ,50.0,3.5,175.0,,175.0,
2055 United Roots_Revised,2014-05-24,Coffee Service - $30/day unlimited use,30.0,1.0,30.0,,30.0,
2055 United Roots_Revised,2014-05-24,A/V Tech Support,30.0,2.0,60.0,,60.0,
2055 United Roots_Revised,2014-05-24,Total,,,,,1945.0,
2123 Peers,2014-10-11,On Broadway,210.0,2.0,420.0,,420.0,Full Time Member Weekend Rate
2123 Peers,2014-10-11,Set Up & Break Down,75.0,2.0,150.0,,150.0,Full Time Member Weekend Rate
2123 Peers,2014-10-11,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate
2123 Peers,2014-10-11,Total,,,820.0,,820.0,Full Time Member Weekend Rate
315001-2 Presidio Kunstler,2015-04-09,On Broadway,180.0,1.75,315.0,0.15,267.75,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,OMI Gallery,60.0,3.25,195.0,0.15,165.75,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,Set Up & Reset,75.0,3.0,225.0,,225.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,IHO Staffing,40.0,5.0,200.0,,200.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,Large Party Janitorial Fee,300.0,1.0,300.0,,300.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,A/V Technician,40.0,5.0,200.0,,200.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001-2 Presidio Kunstler,2015-04-09,Total,,,1435.0,,1358.5,Full Time Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,On Broadway,295.0,3.0,885.0,0.1,796.5,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Atrium,195.0,3.0,585.0,0.1,526.5,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Early Set Up,75.0,1.0,75.0,,75.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Staffing (Site Manager),30.0,5.0,150.0,,150.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Set Up & Break Down,75.0,2.0,150.0,1.0,0.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Large Party Janitorial Fee,500.0,1.0,500.0,0.5,250.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,A/V Technician,40.0,5.0,200.0,,200.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge_Rev1,2014-12-10,Total,,,2545.0,,1998.0,Non Member Weekday Rate -- Multi-Room Discount
415018 Worksafe,2015-05-21,On Broadway,295.0,2.0,590.0,,590.0,Non Member Weekday Rate
415018 Worksafe,2015-05-21,Set Up & Reset,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
415018 Worksafe,2015-05-21,IHO Staffing,40.0,4.0,160.0,,160.0,Non Member Weekday Rate
415018 Worksafe,2015-05-21,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate
415018 Worksafe,2015-05-21,A/V Technician,40.0,3.5,140.0,,140.0,Non Member Weekday Rate
415018 Worksafe,2015-05-21,Total,,,1290.0,,1290.0,Non Member Weekday Rate
515001 HipHopForChange,2015-07-04,On Broadway,180.0,7.5,1350.0,0.15,1147.5,Full Time Member Weekend Rate
515001 HipHopForChange,2015-07-04,Set Up & Reset,75.0,2.5,187.5,,187.5,Full Time Member Weekend Rate
515001 HipHopForChange,2015-07-04,IHO Staffing,50.0,8.0,400.0,,400.0,Full Time Member Weekend Rate
515001 HipHopForChange,2015-07-04,Standard Janitorial/Waste Removal Fee,300.0,1.0,300.0,,300.0,Full Time Member Weekend Rate
515001 HipHopForChange,2015-07-04,A/V Sound Technician (Full time),40.0,9.0,360.0,,360.0,Full Time Member Weekend Rate
515001 HipHopForChange,2015-07-04,Total,,,2597.5,,2395.0,Full Time Member Weekend Rate
715002 Bike East Bay,2015-11-12,On Broadway,295.0,4.0,1180.0,0.3,826.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,Atrium,195.0,4.0,780.0,0.5,390.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,Set Up & Reset,50.0,2.0,100.0,,100.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,IHO Staffing,40.0,6.0,240.0,,240.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,Standard Janitorial/Waste Removal Fee,300.0,1.0,300.0,,300.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,Speciality A/V Sound Technician,40.0,5.5,220.0,,220.0,Non-member Weekday Rate - Marketing Partner Discount
715002 Bike East Bay,2015-11-12,Total,,,2820.0,,2076.0,Non-member Weekday Rate - Marketing Partner Discount
2193_Rev1 Rosenberg Foundation,2014-01-14,On Broadway,295.0,2.5,737.5,,737.5,Non Member Weekday Rate
2193_Rev1 Rosenberg Foundation,2014-01-14,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
2193_Rev1 Rosenberg Foundation,2014-01-14,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate
2193_Rev1 Rosenberg Foundation,2014-01-14,A/V Technician,40.0,3.0,120.0,,120.0,Non Member Weekday Rate
2193_Rev1 Rosenberg Foundation,2014-01-14,Total,,,1207.5,,1207.5,Non Member Weekday Rate
2165 Marie Bernardo_Rev1,2014-12-13,On Broadway,315.0,5.0,1575.0,,1575.0,Non Member Weekend Rate
2165 Marie Bernardo_Rev1,2014-12-13,Atrium,140.0,3.0,420.0,,420.0,Non Member Weekend Rate
2165 Marie Bernardo_Rev1,2014-12-13,Weekend Staffing ,30.0,5.0,150.0,,150.0,Non Member Weekend Rate
2165 Marie Bernardo_Rev1,2014-12-13,Set Up & Break Down,75.0,4.0,300.0,,300.0,Non Member Weekend Rate
2165 Marie Bernardo_Rev1,2014-12-13,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekend Rate
2165 Marie Bernardo_Rev1,2014-12-13,Total,,,2945.0,,2945.0,Non Member Weekend Rate
2106 LNA_WATER,2014-08-01,On Broadway,180.0,3.5,630.0,0.92,50.4,WITH EVENT
2106 LNA_WATER,2014-08-01,Set Up & Break Down,50.0,3.0,150.0,1.0,0.0,WITH EVENT
2106 LNA_WATER,2014-08-01,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,WITH EVENT
2106 LNA_WATER,2014-08-01,Total,,,1030.0,,300.4,WITH EVENT
315010 Defy Ventures_Admisssion,2015-03-25,Jingletown Lounge,115.0,2.5,287.5,,287.5,Part Time Member Weekday Rate
315010 Defy Ventures_Admisssion,2015-03-25,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
315010 Defy Ventures_Admisssion,2015-03-25,IHO Staffing,35.0,4.5,157.5,,157.5,Part Time Member Weekday Rate
315010 Defy Ventures_Admisssion,2015-03-25,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
315010 Defy Ventures_Admisssion,2015-03-25,Total,,,795.0,,795.0,Part Time Member Weekday Rate
2061 Slow Money,2014-09-12,Atrium,110.0,1.0,110.0,,110.0,Full Time Member Weekday Rate
2061 Slow Money,2014-09-12,Set Up & Break Down,50.0,1.75,87.5,,87.5,Full Time Member Weekday Rate
2061 Slow Money,2014-09-12,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2061 Slow Money,2014-09-12,Total,,,,,447.5,Full Time Member Weekday Rate
2119 ImpactSocial_original,2014-09-15,On Broadway,225.0,2.0,450.0,,450.0,Part Time Member Weekday Rate
2119 ImpactSocial_original,2014-09-15,Set Up & Break Down,50.0,2.5,125.0,,125.0,Part Time Member Weekday Rate
2119 ImpactSocial_original,2014-09-15,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
2119 ImpactSocial_original,2014-09-15,Total,,,825.0,,825.0,Part Time Member Weekday Rate
2181 BALANCE,2014-11-12,Set Up & Breakdown,75.0,2.0,150.0,0.92,12.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,On Broadway,180.0,3.0,540.0,0.93,37.8,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,Staffing,60.0,5.0,300.0,,300.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,A/V Technician,40.0,5.0,200.0,,200.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,IHO Compostable Cups,15.0,1.0,15.0,1.0,0.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,Coffee Service,30.0,1.0,30.0,1.0,0.0,Full Time Member Weekday Rate  - WITH event sponsorship
2181 BALANCE,2014-11-12,Total,,,1335.0,,799.8,Full Time Member Weekday Rate  - WITH event sponsorship
315002 Develop Yourself,3/28-3/29,On Broadway,255.0,16.0,4080.0,0.7,1224.0,Part Time Member Weekend Rate  - Multi Day Discount
315002 Develop Yourself,3/28-3/29,Atrium,180.0,16.0,2880.0,0.7,864.0,Part Time Member Weekend Rate  - Multi Day Discount
315002 Develop Yourself,3/28-3/29,Set Up & Reset,75.0,4.5,337.5,,337.5,Part Time Member Weekend Rate  - Multi Day Discount
315002 Develop Yourself,3/28-3/29,IHO Staffing,40.0,10.5,420.0,,420.0,Part Time Member Weekend Rate  - Multi Day Discount
315002 Develop Yourself,3/28-3/29,Standard Janitorial Fee/Waste Removal,500.0,1.0,500.0,,500.0,Part Time Member Weekend Rate  - Multi Day Discount
315002 Develop Yourself,3/28-3/29,Total,,,8217.5,,3345.5,Part Time Member Weekend Rate  - Multi Day Discount
2155 Bay Localize,2014-11-14,On Broadway,315.0,4.0,1260.0,,1260.0,Non Member Weekend Rate
2155 Bay Localize,2014-11-14,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekend Rate
2155 Bay Localize,2014-11-14,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekend Rate
2155 Bay Localize,2014-11-14,A/V Technician,40.0,2.0,80.0,,80.0,Non Member Weekend Rate
2155 Bay Localize,2014-11-14,Total,,,1740.0,,1740.0,Non Member Weekend Rate
2178 ACOE_Synergy Day (2),2015-03-21,OMI Gallery,145.0,5.0,725.0,,725.0,Non Member Weekend Rate
2178 ACOE_Synergy Day (2),2015-03-21,Weekend Staffing,40.0,7.0,280.0,,280.0,Non Member Weekend Rate
2178 ACOE_Synergy Day (2),2015-03-21,Janitorial Fee,150.0,1.0,150.0,,150.0,Non Member Weekend Rate
2178 ACOE_Synergy Day (2),2015-03-21,Total,,,1155.0,,1155.0,Non Member Weekend Rate
715007 Pecha Kucha,2011-08-13,On Broadway,180.0,3.0,540.0,1.0,0.0,Full Time Member Weekday Rate - Founder Discount
715007 Pecha Kucha,2011-08-13,Set Up & Reset,75.0,3.0,225.0,1.0,0.0,Full Time Member Weekday Rate - Founder Discount
715007 Pecha Kucha,2011-08-13,IHO Staffing,40.0,5.5,220.0,,220.0,Full Time Member Weekday Rate - Founder Discount
715007 Pecha Kucha,2011-08-13,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate - Founder Discount
715007 Pecha Kucha,2011-08-13,Speciality A/V Sound Technician,30.0,5.0,150.0,,150.0,Full Time Member Weekday Rate - Founder Discount
715007 Pecha Kucha,2011-08-13,Total,,,1385.0,,620.0,Full Time Member Weekday Rate - Founder Discount
2135 BeyondCultureofSeparation,2014-11-05,On Broadway,295.0,3.0,885.0,,885.0,Full Time Member Weekday Rate
2135 BeyondCultureofSeparation,2014-11-05,Early Set Up Fee,75.0,1.0,75.0,,75.0,Full Time Member Weekday Rate
2135 BeyondCultureofSeparation,2014-11-05,Set Up & Break Down,50.0,3.0,150.0,,150.0,Full Time Member Weekday Rate
2135 BeyondCultureofSeparation,2014-11-05,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2135 BeyondCultureofSeparation,2014-11-05,Total,,,1360.0,,1360.0,Full Time Member Weekday Rate
2125 OpenOak_LeaderRetreat,2014-09-07,Downtown,55.0,5.0,275.0,,275.0,Full Time Member Weekend Rate
2125 OpenOak_LeaderRetreat,2014-09-07,Set Up & Break Down,75.0,2.0,150.0,,150.0,Full Time Member Weekend Rate
2125 OpenOak_LeaderRetreat,2014-09-07,Total,,,425.0,,425.0,Full Time Member Weekend Rate
2094 BAI - Bruce Lipton,2014-07-10,On Broadway,180.0,2.5,450.0,,450.0,Full Time Member Weekday Rate
2094 BAI - Bruce Lipton,2014-07-10,Set Up & Break Down,0.0,2.5,0.0,1.0,0.0,Full Time Member Weekday Rate
2094 BAI - Bruce Lipton,2014-07-10,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2094 BAI - Bruce Lipton,2014-07-10,A/V Technician,40.0,3.0,120.0,,120.0,Full Time Member Weekday Rate
2094 BAI - Bruce Lipton,2014-07-10,Total,,,,,820.0,Full Time Member Weekday Rate
115005 Friends of Parks&Rec,2015-05-07,On Broadway,225.0,2.5,562.5,0.1,506.25,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Atrium,150.0,2.5,375.0,0.1,337.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Jingletown Lounge,115.0,2.5,287.5,0.1,258.75,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,OMI Gallery,85.0,4.0,340.0,0.1,306.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Downtown,45.0,7.0,315.0,0.1,283.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Set Up & Break Down,75.0,4.0,300.0,,300.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Site Manager/Staffing,35.0,6.5,227.5,,227.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,A/V Technician,40.0,4.5,180.0,,180.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005 Friends of Parks&Rec,2015-05-07,Total,,,3087.5,,2899.5,Part-time Member Weekday Rate -- Multi-Room Discount
715001 WPC,2011-11-12,On Broadway,210.0,4.0,840.0,0.15,714.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,Atrium,140.0,4.0,560.0,0.15,476.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,Set Up & Reset ,75.0,3.0,225.0,,225.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,IHO Staffing ,40.0,7.0,280.0,,280.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,Standard Janitorial/Waste Removal Fee ,400.0,1.0,400.0,,400.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,Speciality A/V Sound Technician ,40.0,6.0,240.0,,240.0,Full Time Member Weekend Rate - Multi Room Discount
715001 WPC,2011-11-12,Total,,,2545.0,,2335.0,Full Time Member Weekend Rate - Multi Room Discount
2163 Kaiser Emergency Dept_Rev1,2014-12-06,On Broadway,255.0,5.0,1275.0,,1275.0,Part Time Member Weekend Rate
2163 Kaiser Emergency Dept_Rev1,2014-12-06,Atrium,180.0,5.0,900.0,,900.0,Part Time Member Weekend Rate
2163 Kaiser Emergency Dept_Rev1,2014-12-06,Set Up & Break Down,75.0,2.5,187.5,,187.5,Part Time Member Weekend Rate
2163 Kaiser Emergency Dept_Rev1,2014-12-06,Large Party Janitorial Fee,450.0,1.0,450.0,,450.0,Part Time Member Weekend Rate
2163 Kaiser Emergency Dept_Rev1,2014-12-06,Total,,,2812.5,,2812.5,Part Time Member Weekend Rate
215010-2 Ever Forward Club,2015-03-04,On Broadway,225.0,4.0,900.0,,450.0,Part-time Member Weekday Rate
215010-2 Ever Forward Club,2015-03-04,Set Up & Break Down,75.0,2.0,150.0,,150.0,Part-time Member Weekday Rate
215010-2 Ever Forward Club,2015-03-04,IHO Staffing,30.0,6.0,180.0,,180.0,Part-time Member Weekday Rate
215010-2 Ever Forward Club,2015-03-04,Standard Janitorial/Waste Removal Fee,350.0,1.0,350.0,,245.0,Part-time Member Weekday Rate
215010-2 Ever Forward Club,2015-03-04,Total,,,1580.0,,1025.0,Part-time Member Weekday Rate
715009 HacktheHood,2015-08-12,On Broadway,180.0,2.5,450.0,,450.0,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,Atrium,110.0,2.5,275.0,0.5,137.5,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,Set Up & Reset,75.0,2.0,150.0,,150.0,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,IHO Staffing,40.0,4.5,180.0,,180.0,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,Large Party Janitorial/Waste Removal Fee,350.0,1.0,350.0,,350.0,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,Speciality A/V Sound Technician,40.0,4.0,160.0,,160.0,Full Time Member Weekday Rate
715009 HacktheHood,2015-08-12,Total,,,1290.0,,1427.5,Full Time Member Weekday Rate
215002 Equitable Origin,2015-02-26,On Broadway,180.0,3.0,540.0,,540.0,Non Member Weekday Rate - Founders Discount
215002 Equitable Origin,2015-02-26,Set Up & Break Down,75.0,2.0,150.0,,150.0,Non Member Weekday Rate - Founders Discount
215002 Equitable Origin,2015-02-26,IHO Staffing,40.0,5.0,200.0,,200.0,Non Member Weekday Rate - Founders Discount
215002 Equitable Origin,2015-02-26,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate - Founders Discount
215002 Equitable Origin,2015-02-26,Waste Removal Fee ,100.0,1.0,100.0,1.0,0.0,Non Member Weekday Rate - Founders Discount
215002 Equitable Origin,2015-02-26,Total,,,1290.0,,1190.0,Non Member Weekday Rate - Founders Discount
