sheet,DATE,DESCRIPTION,AMOUNT,HOURS/UNITS,SUBTOTAL,DISCOUNT,TOTAL,rate
2145 Beyond the Culture_Sept,2014-09-29,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2145 Beyond the Culture_Sept,2014-09-29,Total,,,112.5,,112.5,Full Time Member Weekday Rate
615006 BaseCamp,2015-07-10,Lucky Goldfish,180.0,10.0,1800.0,0.3,1260.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,Set Up & Reset ,50.0,3.0,150.0,,150.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,IHO Staffing ,35.0,3.0,105.0,,105.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,Standard Janitorial/Waste Removal Fee ,135.0,1.0,135.0,,135.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,Speciality A/V Sound Technician ,40.0,3.0,120.0,,120.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,Coffee Service ,12.0,,0.0,,0.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
615006 BaseCamp,2015-07-10,Total,,,2310.0,,1770.0,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental
115016 Music for the People Ent,2015-02-15,On Broadway,315.0,4.5,1417.5,1.0,0.0,Non-Member Weekend Rate - Partnership discount
115016 Music for the People Ent,2015-02-15,Set Up & Break Down,75.0,3.5,262.5,1.0,0.0,Non-Member Weekend Rate - Partnership discount
115016 Music for the People Ent,2015-02-15,IHO Weekend Staffing,50.0,8.0,400.0,,400.0,Non-Member Weekend Rate - Partnership discount
115016 Music for the People Ent,2015-02-15,Standard Janitorial/Waste Removal Fee,500.0,1.0,500.0,,500.0,Non-Member Weekend Rate - Partnership discount
115016 Music for the People Ent,2015-02-15,Total,,,2580.0,,900.0,Non-Member Weekend Rate - Partnership discount
2098 Port Of Oakland,2014-07-29,On Broadway,225.0,2.0,450.0,,450.0,Part Time Weekday Rate
2098 Port Of Oakland,2014-07-29,Set Up & Break Down,50.0,2.5,125.0,,125.0,Part Time Weekday Rate
2098 Port Of Oakland,2014-07-29,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Part Time Weekday Rate
2098 Port Of Oakland,2014-07-29,Total,,,,,825.0,Part Time Weekday Rate
415006-3 CSS Member,2015-06-04,Compostables (100 cups and 100 plates),35.36,1.0,35.36,,35.36,Part Time Member Weekday Rate
415006-3 CSS Member,2015-06-04,Total,,,35.36,,35.36,Part Time Member Weekday Rate
2144 Feng Shui School_March,"March. 13 - March 15, 2014",Meridian Room,45.0,14.0,630.0,0.2,504.0,Full Time Member Weekday Rate -- Multi-Day Discount
2144 Feng Shui School_March,"March. 13 - March 15, 2014",Total,,,630.0,,504.0,Full Time Member Weekday Rate -- Multi-Day Discount
2113 ThirdThursday_Sept,2014-09-18,On Broadway,140.0,3.0,420.0,,420.0,Full Time Member Weekday Rate
2113 ThirdThursday_Sept,2014-09-18,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
2113 ThirdThursday_Sept,2014-09-18,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2113 ThirdThursday_Sept,2014-09-18,Total,,,,,770.0,Full Time Member Weekday Rate
2182 Diversity Challenge,2014-12-10,On Broadway,295.0,3.0,885.0,0.1,796.5,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,Atrium,195.0,3.0,585.0,0.1,526.5,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,Staffing (Site Manager),30.0,5.0,150.0,,150.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,Set Up & Break Down,75.0,2.0,150.0,1.0,0.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,Large Party Janitorial Fee,500.0,1.0,500.0,0.5,250.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,A/V Technician,40.0,5.0,200.0,,200.0,Non Member Weekday Rate -- Multi-Room Discount
2182 Diversity Challenge,2014-12-10,Total,,,2470.0,,1923.0,Non Member Weekday Rate -- Multi-Room Discount
2101 MarcusFosterEduFund_rev1,2014-08-09,On Broadway,315.0,4.0,1260.0,0.45,693.0,Non-Member Weekend Rate
2101 MarcusFosterEduFund_rev1,2014-08-09,Set Up & Break Down,50.0,2.5,125.0,0.0,125.0,Non-Member Weekend Rate
2101 MarcusFosterEduFund_rev1,2014-08-09,Large Party Cleaning Fee,250.0,1.0,250.0,0.0,250.0,Non-Member Weekend Rate
2101 MarcusFosterEduFund_rev1,2014-08-09,A/V Technician,40.0,2.0,80.0,0.0,80.0,Non-Member Weekend Rate
2101 MarcusFosterEduFund_rev1,2014-08-09,Total,,,1715.0,,1148.0,Non-Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,On Broadway,255.0,4.0,1020.0,,1020.0,Part Time Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,Downtown,75.0,7.0,525.0,1.0,0.0,Part Time Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,Set Up & Break Down,75.0,3.0,225.0,,225.0,Part Time Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,A/V Technician,40.0,6.0,240.0,,240.0,Part Time Member Weekend Rate
2180 Sandra Lawson_PTmember,2015-01-17,Total,,,2260.0,,1735.0,Part Time Member Weekend Rate
2040 Catchafire AV,2014-04-07,A/V Technician,60.0,3.0,180.0,,180.0,
2040 Catchafire AV,2014-04-07,Total,,,,,180.0,
415006-2 CSS Member,2015-06-04,Compostables (100 cups and 100 plates),28.53,1.0,28.53,,28.53,Part Time Member Weekday Rate
415006-2 CSS Member,2015-06-04,Total,,,28.53,,28.53,Part Time Member Weekday Rate
415008 Rockwood Institute,2015-07-13,On Broadway,295.0,2.0,590.0,,590.0,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,East Oakland,35.0,4.5,157.5,,157.5,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,Set Up & Reset,75.0,2.0,150.0,,150.0,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,IHO Staffing,40.0,4.5,180.0,,180.0,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,Standard Janitorial & Waste Removal Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,A/V Technician,40.0,4.0,160.0,,160.0,Non Member Weekday Rate
415008 Rockwood Institute,2015-07-13,Total,,,1537.5,,1537.5,Non Member Weekday Rate
415015 Sound of Torture,2015-05-05,On Broadway,225.0,3.0,675.0,1.0,0.0,Part Time Member Weekday Rate - Partnership Discount
415015 Sound of Torture,2015-05-05,Set Up & Break Down,75.0,2.0,150.0,0.2,120.0,Part Time Member Weekday Rate - Partnership Discount
415015 Sound of Torture,2015-05-05,IHO Staffing,40.0,5.0,200.0,,200.0,Part Time Member Weekday Rate - Partnership Discount
415015 Sound of Torture,2015-05-05,A/V Sound Technician,40.0,4.5,180.0,,180.0,Part Time Member Weekday Rate - Partnership Discount
415015 Sound of Torture,2015-05-05,Total,,,1205.0,,500.0,Part Time Member Weekday Rate - Partnership Discount
2120 OneLifeInstitute,2015-01-22,On Broadway,180.0,3.0,540.0,,540.0,Full Time Member Weekday Rate - Founder Discount
2120 OneLifeInstitute,2015-01-22,Set Up & Break Down,50.0,2.5,125.0,,125.0,Full Time Member Weekday Rate - Founder Discount
2120 OneLifeInstitute,2015-01-22,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate - Founder Discount
2120 OneLifeInstitute,2015-01-22,A/V sound Technician,40.0,4.0,160.0,,160.0,Full Time Member Weekday Rate - Founder Discount
2120 OneLifeInstitute,2015-01-22,Total,,,1075.0,,1075.0,Full Time Member Weekday Rate - Founder Discount
715006 BeThePeace,2011-09-18,On Broadway,255.0,5.0,1275.0,0.25,956.25,Part Member Weekend Rate - Multi Room Discount
715006 BeThePeace,2011-09-18,Set Up & Reset,50.0,2.5,125.0,,125.0,Part Member Weekend Rate - Multi Room Discount
715006 BeThePeace,2011-09-18,IHO Staffing,35.0,7.5,262.5,,262.5,Part Member Weekend Rate - Multi Room Discount
715006 BeThePeace,2011-09-18,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Member Weekend Rate - Multi Room Discount
715006 BeThePeace,2011-09-18,Speciality A/V Sound Technician,40.0,7.0,280.0,,280.0,Part Member Weekend Rate - Multi Room Discount
715006 BeThePeace,2011-09-18,Total,,,2192.5,,1873.75,Part Member Weekend Rate - Multi Room Discount
2059 Commonwealthclub,2014-09-17,On Broadway,295.0,3.5,1032.5,,1032.5,Non Member Weekday Rate
2059 Commonwealthclub,2014-09-17,Atrium,195.0,3.5,682.5,,682.5,Non Member Weekday Rate
2059 Commonwealthclub,2014-09-17,Set Up & Break Down,50.0,2.5,125.0,,125.0,Non Member Weekday Rate
2059 Commonwealthclub,2014-09-17,Large Party Cleaning Fee,500.0,1.0,500.0,,500.0,Non Member Weekday Rate
2059 Commonwealthclub,2014-09-17,A/V Technician,30.0,2.0,60.0,,60.0,Non Member Weekday Rate
2059 Commonwealthclub,2014-09-17,Total,,,,,2400.0,Non Member Weekday Rate
2175 ACOE_meeting,2014-11-22,Uptown,115.0,3.0,345.0,,345.0,Non Member Weekend Rate
2175 ACOE_meeting,2014-11-22,Weekend Staffing,40.0,4.0,160.0,,160.0,Non Member Weekend Rate
2175 ACOE_meeting,2014-11-22,Janitorial Fee,150.0,1.0,150.0,,150.0,Non Member Weekend Rate
2175 ACOE_meeting,2014-11-22,Total,,,,,655.0,Non Member Weekend Rate
2099 World Trust_PrePostevent,2014-10-02,Pre-Event,50.0,4.0,200.0,,200.0,
2099 World Trust_PrePostevent,2014-10-02,Post-Event ,50.0,2.0,100.0,,100.0,
2099 World Trust_PrePostevent,2014-10-02,Total,,,,,300.0,
2127 Planetary Advocates,2014-09-05,Furniture Rental,300.0,,,,,
2127 Planetary Advocates,2014-09-05,Security,316.25,,,,,
2127 Planetary Advocates,2014-09-05,A/V Equipment,50.0,,,,,
2127 Planetary Advocates,2014-09-05,Total,666.25,,,,,
2131 Black Elected Officials,2014-09-24,On Broadway,100.0,2.5,250.0,,250.0,Non Member Weekday Rate - Founder Discount
2131 Black Elected Officials,2014-09-24,Standard Janitorial Fee,50.0,1.0,50.0,,50.0,Non Member Weekday Rate - Founder Discount
2131 Black Elected Officials,2014-09-24,Total,,,,,300.0,Non Member Weekday Rate - Founder Discount
2126 Amigos_Ambassador,2014-09-20,Downtown,25.0,6.0,150.0,,150.0,Full Time Member Weekend Rate
2126 Amigos_Ambassador,2014-09-20,Total,,,150.0,,150.0,Full Time Member Weekend Rate
2138 Linda Curtis_Rev1,2014-09-24,OMI Gallery,115.0,1.5,172.5,,172.5,Non Member Weekday Rate
2138 Linda Curtis_Rev1,2014-09-24,Set Up & Break Down,30.0,1.0,30.0,,30.0,Non Member Weekday Rate
2138 Linda Curtis_Rev1,2014-09-24,Total,,,202.5,,202.5,Non Member Weekday Rate
415011 Ten Directions,2015-04-24,Atrium,225.0,2.5,562.5,1.0,0.0,None Member Weekend Rate - Founder Discount
415011 Ten Directions,2015-04-24,OMI Gallery,60.0,5.0,300.0,,300.0,None Member Weekend Rate - Founder Discount
415011 Ten Directions,2015-04-24,Set Up & Break Down,80.0,4.0,320.0,,320.0,None Member Weekend Rate - Founder Discount
415011 Ten Directions,2015-04-24,IHO Staffing,45.0,4.0,180.0,,180.0,None Member Weekend Rate - Founder Discount
415011 Ten Directions,2015-04-24,Coffee & Tea Service ,25.0,3.0,75.0,,75.0,None Member Weekend Rate - Founder Discount
415011 Ten Directions,2015-04-24,Total,,,1437.5,,875.0,None Member Weekend Rate - Founder Discount
 215003 Forward Together,2014-02-20,Broadway,255.0,4.5,1147.5,0.25,860.625,Part-time Member Weekend Rate -- Multi Day Discount
 215003 Forward Together,2014-02-20,Set Up & Break Down,100.0,1.5,150.0,,150.0,Part-time Member Weekend Rate -- Multi Day Discount
 215003 Forward Together,2014-02-20,Site Manager/Staffing,35.0,6.0,210.0,,210.0,Part-time Member Weekend Rate -- Multi Day Discount
 215003 Forward Together,2014-02-20,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part-time Member Weekend Rate -- Multi Day Discount
 215003 Forward Together,2014-02-20,A/V Sound Tech (Evening performance),40.0,1.5,60.0,,60.0,Part-time Member Weekend Rate -- Multi Day Discount
 215003 Forward Together,2014-02-20,SUBTOTAL,,,1817.5,,1530.625,Part-time Member Weekend Rate -- Multi Day Discount
415002-2 Tech808,2015-08-15,On Broadway,315.0,8.0,2520.0,0.35,1638.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,Atrium,225.0,8.0,1800.0,0.35,1170.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,Set Up & Reset,75.0,4.0,300.0,,300.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,IHO Staffing,35.0,8.0,280.0,,280.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,Standard Janitorial/Waste Removal Fee,500.0,1.0,500.0,,500.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,A/V Technician,40.0,6.0,240.0,,240.0,Non Member Weekend Rate - Full Day Discount
415002-2 Tech808,2015-08-15,Total,,,5640.0,,4128.0,Non Member Weekend Rate - Full Day Discount
715003-2 National Poetry Slam,2015-08-14,On Broadway,255.0,4.0,1020.0,1.0,0.0,Part Time Member Weekend Rate - Partnership Discount
715003-2 National Poetry Slam,2015-08-14,Set Up & Reset,75.0,2.5,187.5,1.0,0.0,Part Time Member Weekend Rate - Partnership Discount
715003-2 National Poetry Slam,2015-08-14,IHO Staffing,50.0,6.5,325.0,,325.0,Part Time Member Weekend Rate - Partnership Discount
715003-2 National Poetry Slam,2015-08-14,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate - Partnership Discount
715003-2 National Poetry Slam,2015-08-14,Speciality A/V Sound Technician,40.0,6.0,240.0,,240.0,Part Time Member Weekend Rate - Partnership Discount
715003-2 National Poetry Slam,2015-08-14,Total,,,2022.5,,815.0,Part Time Member Weekend Rate - Partnership Discount
2194-2 AAMA_Report Out_AV,2015-01-15,Sound Tech,40.0,4.25,170.0,,170.0,
2194-2 AAMA_Report Out_AV,2015-01-15,Total,,,170.0,,170.0,
615004 BGC Hackathon,2015-06-19,Cancellation Fee,50.0,1.0,50.0,,50.0,Full Time Member Rate -- Partnership Discount
615004 BGC Hackathon,2015-06-19,Set Up & Reset,75.0,2.0,150.0,,150.0,Full Time Member Rate -- Partnership Discount
615004 BGC Hackathon,2015-06-19,IHO Staffing,40.0,2.0,80.0,,80.0,Full Time Member Rate -- Partnership Discount
615004 BGC Hackathon,2015-06-19,SUBTOTAL,,,200.0,,280.0,Full Time Member Rate -- Partnership Discount
215015-2 Oakland Institute ,2015-04-24,On Broadway,315.0,3.0,945.0,,945.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,East Oakland,55.0,5.5,302.5,,302.5,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,Set Up & Break Down,100.0,2.5,250.0,,250.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,IHO Staffing,40.0,5.5,220.0,,220.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,Waste Removal Fee ,100.0,1.0,100.0,,100.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,A/V Technician,40.0,5.0,200.0,,200.0,Non Member Weekend Rate
215015-2 Oakland Institute ,2015-04-24,Total,,,2267.5,,2267.5,Non Member Weekend Rate
715008 Ada Initiative,2015-08-11,On Broadway,150.0,2.0,300.0,,300.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008 Ada Initiative,2015-08-11,Set Up & Reset,50.0,2.0,100.0,,100.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008 Ada Initiative,2015-08-11,IHO Staffing,35.0,4.0,140.0,,140.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008 Ada Initiative,2015-08-11,Standard Janitorial Fee,150.0,1.0,150.0,,150.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008 Ada Initiative,2015-08-11,Total,,,690.0,,690.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
415018-2 Worksafe ,2015-05-21,On Broadway,295.0,2.5,737.5,,737.5,Non Member Weekday Rate
415018-2 Worksafe ,2015-05-21,Set Up & Reset,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
415018-2 Worksafe ,2015-05-21,IHO Staffing,40.0,4.5,180.0,,180.0,Non Member Weekday Rate
415018-2 Worksafe ,2015-05-21,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate
415018-2 Worksafe ,2015-05-21,A/V Technician,40.0,4.0,160.0,,160.0,Non Member Weekday Rate
415018-2 Worksafe ,2015-05-21,Total,,,1477.5,,1477.5,Non Member Weekday Rate
2087 Summer Wine Event,2014-07-16,On Broadway,275.0,3.0,825.0,,825.0,
2087 Summer Wine Event,2014-07-16,Atrium,130.0,3.0,390.0,,390.0,
2087 Summer Wine Event,2014-07-16,Large Party Cleaning Fee,500.0,1.0,500.0,,500.0,
2087 Summer Wine Event,2014-07-16,Set Up & Break Down,15.0,4.5,67.5,,67.5,
2087 Summer Wine Event,2014-07-16,Total,,,,,1782.5,
2116 movement strategy center,2014-09-09,Uptown,40.0,4.0,160.0,,160.0,Full Time Member Weekday Rate
2116 movement strategy center,2014-09-09,Total,,,160.0,,160.0,Full Time Member Weekday Rate
215008 YBCA #BLM,2015-02-16,On Broadway,295.0,3.0,885.0,0.2,708.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,Atrium,195.0,3.0,585.0,1.0,0.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,Set Up & Reset,75.0,3.0,225.0,0.2,180.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,IHO Staffing,40.0,6.0,240.0,,240.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,Standard Janitorial Fee/Waste Removal,350.0,1.0,350.0,0.28,252.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,A/V Technician,40.0,4.5,180.0,,350.0,Non Member Weekday Rate  - Founder Discount
215008 YBCA #BLM,2015-02-16,Total,,,2635.0,,1730.0,Non Member Weekday Rate  - Founder Discount
215002-2 CPD Gala Damage,2015-02-05,Damage Deposit,1000.0,1.0,1000.0,,1000.0,
215002-2 CPD Gala Damage,2015-02-05,Total,,,1000.0,,1000.0,
315013 TeachforAmerica,2015-04-14,Downtown,45.0,3.0,135.0,,135.0,Part Time Member Weekday Rate
315013 TeachforAmerica,2015-04-14,Total,,,135.0,,135.0,Part Time Member Weekday Rate
315006-2 Empathy in Business,2015-04-16,OMI Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
315006-2 Empathy in Business,2015-04-16,IHO Staffing,20.0,1.5,30.0,,30.0,Full Time Member Weekday Rate
315006-2 Empathy in Business,2015-04-16,Small Party Janitorial Fee,,1.0,,,0.0,Full Time Member Weekday Rate
315006-2 Empathy in Business,2015-04-16,Total,,,240.0,,240.0,Full Time Member Weekday Rate
2153 Bootcamp_BusinessInn_pt3,2014-11-19,On Broadway,140.0,2.0,280.0,,280.0,
2153 Bootcamp_BusinessInn_pt3,2014-11-19,Set up / Break Down,50.0,1.0,50.0,,50.0,
2153 Bootcamp_BusinessInn_pt3,2014-11-19,Total,,,,,330.0,
2081 BK Foundation,2014-07-19,Atrium,140.0,4.0,560.0,,560.0,Full Time Member Weekend Rate
2081 BK Foundation,2014-07-19,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekend Rate
2081 BK Foundation,2014-07-19,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate
2081 BK Foundation,2014-07-19,A/V Technician,40.0,2.0,80.0,,80.0,Full Time Member Weekend Rate
2081 BK Foundation,2014-07-19,Total,,,,,990.0,Full Time Member Weekend Rate
2150 Holmes Hummel,2014-10-09,On Broadway,295.0,1.5,442.5,,442.5,None Member Weekday Rate
2150 Holmes Hummel,2014-10-09,Set Up & Break Down,50.0,2.0,100.0,,100.0,None Member Weekday Rate
2150 Holmes Hummel,2014-10-09,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,None Member Weekday Rate
2150 Holmes Hummel,2014-10-09,Total,,,792.5,,792.5,None Member Weekday Rate
415013-2 Beneficial State FDN,2015-04-15,Downtown,45.0,4.0,180.0,1.0,0.0,Part Time Member Weekday Rate - New Member Discount
415013-2 Beneficial State FDN,2015-04-15,Total,,,180.0,,0.0,Part Time Member Weekday Rate - New Member Discount
115015 SustainAbility RoundTbl,2014-02-12,OMI Gallery,60.0,2.0,120.0,,120.0,Full Time Member Weekday Rate
115015 SustainAbility RoundTbl,2014-02-12,Set Up & Break Down,30.0,2.0,60.0,,60.0,Full Time Member Weekday Rate
115015 SustainAbility RoundTbl,2014-02-12,Small Event Janitorial Fee,100.0,1.0,100.0,,100.0,Full Time Member Weekday Rate
115015 SustainAbility RoundTbl,2014-02-12,Total,,,280.0,,280.0,Full Time Member Weekday Rate
2142 Feng Shui School_Jan,"Jan. 9 - Jan. 11, 2014",Meridian Room,45.0,21.0,945.0,0.2,756.0,Full Time Member Weekday Rate -- Multi-Day Discount
2142 Feng Shui School_Jan,"Jan. 30 - Jan. 31, 2014",Meridian Room,46.0,14.0,644.0,0.2,515.2,Full Time Member Weekday Rate -- Multi-Day Discount
2142 Feng Shui School_Jan,"Jan. 30 - Jan. 31, 2014",Total,,,1589.0,,1271.2,Full Time Member Weekday Rate -- Multi-Day Discount
2122 EastBayRentalHousingAssoc,2014-12-03,On Broadway,295.0,3.0,885.0,,885.0,Non Member Weekday Rate
2122 EastBayRentalHousingAssoc,2014-12-03,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
2122 EastBayRentalHousingAssoc,2014-12-03,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate
2122 EastBayRentalHousingAssoc,2014-12-03,Total,,,1235.0,,1235.0,Non Member Weekday Rate
2042 SBA,2014-04-22,Atrium,90.0,2.5,225.0,,225.0,
2042 SBA,2014-04-22,Set Up & Break Down,25.0,2.0,50.0,,50.0,
2042 SBA,2014-04-22,Total,,,,,275.0,
2100 Brown Sugar Kitchen_AV,2014-09-08,A/V Sound Technician,40.0,5.0,200.0,,200.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen_AV,2014-09-08,Total,,,,,200.0,Part Time Member Weekday Rate
2058 Vital Systems Revised,2014-06-05,Atrium,110.0,3.0,330.0,,297.0,
2058 Vital Systems Revised,2014-06-05,Set-up/Break-down ,30.0,2.0,60.0,,60.0,
2058 Vital Systems Revised,2014-06-05,Standard Cleaning Fee,150.0,1.0,150.0,,150.0,
2058 Vital Systems Revised,2014-06-05,Total,,,,,507.0,
415013 Beneficial State FDN,2015-04-15,Downtown,45.0,4.0,180.0,,180.0,Part Time Member Weekday Rate
415013 Beneficial State FDN,2015-04-15,Total,,,180.0,,180.0,Part Time Member Weekday Rate
2166 SustainAbility RoundTable,2014-12-04,OMI Gallery,60.0,2.0,120.0,,120.0,Full Time Member Weekday Rate
2166 SustainAbility RoundTable,2014-12-04,Set Up & Break Down,30.0,1.5,45.0,,45.0,Full Time Member Weekday Rate
2166 SustainAbility RoundTable,2014-12-04,Small Event Janitorial Fee,100.0,1.0,100.0,,100.0,Full Time Member Weekday Rate
2166 SustainAbility RoundTable,2014-12-04,A/V Technician,40.0,,0.0,,0.0,Full Time Member Weekday Rate
2166 SustainAbility RoundTable,2014-12-04,Total,,,265.0,,265.0,Full Time Member Weekday Rate
2196-2 Tuux.it,2015-02-06,Atrium,225.0,1.5,337.5,1.0,0.0,Non Member Weekend Rate --Partner Discount
2196-2 Tuux.it,2015-02-06,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekend Rate --Partner Discount
2196-2 Tuux.it,2015-02-06,Janitorial Fee,70.0,1.0,70.0,,70.0,Non Member Weekend Rate --Partner Discount
2196-2 Tuux.it,2015-02-06,Waste Removal Fee ,85.0,1.0,85.0,,85.0,Non Member Weekend Rate --Partner Discount
2196-2 Tuux.it,2015-02-06,Staffing,40.0,3.5,140.0,,140.0,Non Member Weekend Rate --Partner Discount
2196-2 Tuux.it,2015-02-06,Total,,,732.5,,395.0,Non Member Weekend Rate --Partner Discount
115004 KQED,2014-02-13,On Broadway,315.0,4.0,1260.0,0.5,630.0,Non Member Weekend Rate -- Partnership Discount
115004 KQED,2014-02-13,Set Up & Break Down,75.0,2.5,187.5,,187.5,Non Member Weekend Rate -- Partnership Discount
115004 KQED,2014-02-13,IHO Staffing,40.0,5.5,220.0,,220.0,Non Member Weekend Rate -- Partnership Discount
115004 KQED,2014-02-13,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekend Rate -- Partnership Discount
115004 KQED,2014-02-13,A/V Technician,40.0,6.0,240.0,,240.0,Non Member Weekend Rate -- Partnership Discount
115004 KQED,2014-02-13,Total,,,2207.5,,1577.5,Non Member Weekend Rate -- Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,On Broadway,315.0,3.0,945.0,0.4,567.0,Non Member Weekend Rate - Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,Set Up & Reset,100.0,2.0,200.0,,200.0,Non Member Weekend Rate - Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,IHO Staffing,40.0,5.0,200.0,,200.0,Non Member Weekend Rate - Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,Standard Janitorial Fee/Waste Removal,150.0,1.0,150.0,,150.0,Non Member Weekend Rate - Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,Apply Deposit from 1/22/15 Canceled Event,,,,,-537.5,Non Member Weekend Rate - Partnership Discount
215014-2 OneLife IHO Collab,2015-03-21,Total,,,1495.0,,579.5,Non Member Weekend Rate - Partnership Discount
2118 HiddenGenius,2014-09-23,On Broadway,225.0,3.0,675.0,,675.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,Early Set Up Fee,75.0,1.0,75.0,,0.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,Large Party Janitorial Fee,500.0,1.0,500.0,,0.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,A/V Technician,40.0,,0.0,,0.0,Part-time Member Rate
2118 HiddenGenius,2014-09-23,Total,,,,,1025.0,Part-time Member Rate
2140 Feng Shui School_Nov,"Nov. 1 - Nov. 2, 2014",Meridian Room,45.0,11.0,495.0,0.2,396.0,Full Time Member Weekday Rate -- Multi-Day Discount
